sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
1,0.139,0.123,0.033,1.8162,0.6422,0.2926,0.4225,2,0
0,0.436,0.375,0.147,1.4192,0.691,0.3347,0.5464,7,0
0,0.587,0.462,0.2,1.0174,0.3626,0.3026,0.2702,13,2
2,0.269,0.215,0.085,0.3954,0.1435,0.0397,0.0783,5,0
0,0.537,0.404,0.057,0.3828,0.1917,0.0773,0.0482,15,2
0,0.689,0.579,0.186,2.0113,1.1561,0.5728,0.4278,13,2
0,0.216,0.186,0.07,1.0685,0.3715,0.2914,0.2891,1,0
2,0.754,0.564,0.176,2.7167,1.5994,0.2842,0.8448,15,2
1,0.485,0.344,0.186,0.9216,0.3648,0.1898,0.3341,10,1
1,0.296,0.244,0.103,2.7795,1.1601,0.2803,1.0651,5,0
0,0.394,0.32,0.115,0.5821,0.2015,0.1501,0.0761,6,0
1,0.306,0.239,0.036,0.2923,0.1417,0.0473,0.0819,4,0
2,0.612,0.507,0.181,0.8847,0.4237,0.2239,0.2654,13,2
2,0.664,0.538,0.248,2.5029,1.083,0.7232,0.3795,14,2
1,0.691,0.518,0.148,1.4757,0.6535,0.4357,0.3891,19,2
1,0.804,0.627,0.283,0.3851,0.1875,0.1074,0.0772,16,2
0,0.661,0.519,0.128,0.5739,0.2726,0.0808,0.0707,14,2
1,0.52,0.456,0.141,0.881,0.3632,0.1224,0.1055,10,1
0,0.326,0.291,0.096,1.6686,0.9431,0.3757,0.5469,12,2
0,0.478,0.42,0.145,0.9406,0.4706,0.1964,0.2677,11,1
2,0.105,0.089,0.038,2.1117,0.7636,0.2152,0.6642,2,0
2,0.626,0.511,0.107,1.7424,0.6899,0.3107,0.5324,17,2
2,0.405,0.339,0.072,2.4697,1.3247,0.6948,0.3465,8,0
2,0.09,0.08,0.028,1.4167,0.4694,0.3962,0.2061,9,1
1,0.121,0.091,0.019,0.9372,0.4921,0.1319,0.1647,6,0
2,0.362,0.292,0.087,2.8155,1.1477,0.4966,0.6187,7,0
1,0.507,0.425,0.054,1.0063,0.4684,0.2134,0.3842,11,1
2,0.419,0.35,0.06,1.2124,0.4658,0.328,0.3663,9,1
1,0.533,0.4,0.162,2.287,1.3629,0.472,0.4038,12,2
0,0.43,0.351,0.139,0.2523,0.1443,0.0741,0.0295,7,0
1,0.565,0.485,0.076,1.0934,0.6326,0.2841,0.3338,15,2
1,0.237,0.188,0.04,0.244,0.0867,0.0709,0.0702,3,0
2,0.159,0.137,0.021,0.3954,0.2185,0.0974,0.1197,4,0
1,0.516,0.398,0.119,0.0151,0.007,0.0042,0.0027,11,1
0,0.434,0.385,0.06,0.029,0.0149,0.0077,0.0074,8,0
0,0.095,0.077,0.022,1.0759,0.393,0.1622,0.2243,1,0
2,0.357,0.292,0.114,2.2871,1.1746,0.3337,0.7898,8,0
0,0.154,0.109,0.047,1.6597,0.9531,0.4529,0.2005,4,0
1,0.468,0.344,0.086,1.795,0.6825,0.2099,0.3278,9,1
0,0.368,0.304,0.111,1.4684,0.5433,0.2668,0.4125,7,0
2,0.529,0.415,0.2,2.3171,0.7677,0.612,0.3744,11,1
1,0.671,0.538,0.137,2.4882,0.9456,0.6535,0.751,16,2
2,0.297,0.212,0.059,2.4017,1.1066,0.3068,0.3387,8,0
1,0.787,0.682,0.214,2.2955,1.2621,0.4535,0.2453,17,2
0,0.471,0.404,0.082,0.518,0.1987,0.1015,0.186,9,1
2,0.533,0.393,0.157,1.6791,0.8166,0.2766,0.3359,10,1
2,0.579,0.479,0.202,1.646,0.7306,0.4665,0.2421,11,1
1,0.568,0.491,0.135,1.4929,0.5771,0.3443,0.2266,10,1
2,0.453,0.375,0.138,1.3598,0.6161,0.4026,0.4974,7,0
1,0.392,0.299,0.116,0.2538,0.0889,0.0288,0.0752,6,0
1,0.115,0.096,0.013,0.2905,0.1429,0.052,0.1124,4,0
1,0.091,0.068,0.014,2.55,0.8535,0.6809,0.867,1,0
1,0.34,0.26,0.125,1.7816,0.9252,0.3288,0.5884,7,0
0,0.322,0.241,0.123,0.7428,0.2624,0.1132,0.1857,6,0
1,0.362,0.294,0.121,0.7907,0.474,0.2369,0.2738,8,0
2,0.177,0.128,0.067,1.7252,0.9439,0.4738,0.3861,2,0
0,0.621,0.551,0.119,1.1512,0.4641,0.2409,0.4007,6,0
2,0.709,0.544,0.124,1.2483,0.5341,0.2651,0.4086,13,2
0,0.77,0.573,0.166,0.1733,0.0655,0.0176,0.0526,14,2
1,0.439,0.351,0.051,0.3938,0.2088,0.1166,0.0783,5,0
0,0.594,0.449,0.204,1.1128,0.4609,0.2907,0.3218,11,1
0,0.708,0.571,0.28,1.9779,1.0415,0.2123,0.4985,13,2
2,0.385,0.296,0.134,0.1376,0.042,0.0186,0.0328,8,0
2,0.304,0.221,0.081,0.9468,0.3226,0.2502,0.3759,7,0
1,0.768,0.578,0.145,1.9649,0.8046,0.2306,0.4938,19,2
0,0.457,0.36,0.073,2.2388,0.7448,0.6456,0.2454,9,1
0,0.443,0.313,0.093,0.5392,0.259,0.1617,0.1553,9,1
0,0.207,0.177,0.062,2.0677,0.6518,0.5733,0.6584,8,0
1,0.155,0.128,0.036,2.7001,1.5065,0.669,0.987,1,0
1,0.698,0.573,0.265,2.5628,1.3542,0.506,0.7427,12,2
1,0.529,0.428,0.188,2.2312,0.8141,0.2599,0.2361,12,2
1,0.316,0.259,0.041,2.0136,0.8963,0.4955,0.2737,9,1
1,0.217,0.192,0.03,0.666,0.2901,0.1195,0.0988,7,0
2,0.486,0.341,0.147,1.7921,0.9273,0.3836,0.2928,6,0
0,0.507,0.36,0.086,1.8186,0.7646,0.2886,0.6182,7,0
0,0.228,0.168,0.077,1.1509,0.3566,0.1708,0.222,4,0
0,0.705,0.517,0.196,1.3943,0.5328,0.2299,0.2701,16,2
0,0.137,0.101,0.023,1.9619,0.863,0.5155,0.6409,2,0
0,0.339,0.283,0.083,2.6907,1.5938,0.4986,0.602,4,0
0,0.578,0.458,0.128,0.8359,0.4717,0.1357,0.0998,9,1
0,0.278,0.25,0.101,0.6977,0.2473,0.1302,0.1922,8,0
0,0.687,0.512,0.075,1.7015,0.8796,0.1811,0.2365,16,2
2,0.623,0.475,0.23,0.3714,0.2158,0.1033,0.1008,14,2
0,0.659,0.591,0.195,1.6471,0.4985,0.3465,0.55,13,2
2,0.163,0.141,0.052,0.2529,0.1306,0.0306,0.0958,2,0
1,0.179,0.142,0.018,1.3874,0.6074,0.2188,0.1666,1,0
0,0.287,0.233,0.083,1.7541,0.8842,0.5205,0.3354,3,0
1,0.458,0.398,0.127,0.2,0.0963,0.0437,0.0591,5,0
1,0.629,0.501,0.164,0.5864,0.3491,0.0928,0.1141,12,2
1,0.694,0.514,0.233,0.9491,0.367,0.1758,0.2233,15,2
2,0.596,0.516,0.159,1.0429,0.5588,0.1582,0.1106,12,2
1,0.762,0.615,0.272,1.9113,0.7079,0.2033,0.5888,18,2
1,0.622,0.454,0.106,1.496,0.6443,0.4015,0.546,13,2
1,0.302,0.242,0.103,1.0811,0.6407,0.1713,0.4249,3,0
0,0.271,0.212,0.042,1.2747,0.6754,0.3412,0.4451,5,0
0,0.59,0.516,0.203,0.0386,0.0152,0.0076,0.0042,12,2
2,0.218,0.158,0.083,2.178,1.0581,0.2975,0.6437,5,0
2,0.144,0.126,0.029,0.1178,0.0371,0.0307,0.0293,5,0
0,0.469,0.376,0.121,2.344,0.8905,0.4112,0.8939,10,1
2,0.683,0.533,0.203,1.5298,0.7886,0.3695,0.567,13,2
0,0.15,0.11,0.019,1.4926,0.7031,0.3992,0.5917,6,0
1,0.661,0.555,0.164,1.9917,0.8781,0.5828,0.7142,15,2
1,0.676,0.599,0.141,2.4294,1.2323,0.2846,0.6415,8,0
2,0.432,0.335,0.156,2.664,1.1176,0.2709,0.8377,10,1
0,0.117,0.088,0.042,1.5365,0.473,0.3222,0.5983,1,0
0,0.204,0.165,0.063,0.4275,0.1848,0.0653,0.1169,1,0
2,0.598,0.514,0.177,2.4833,1.4171,0.4813,0.8741,12,2
0,0.602,0.422,0.193,0.1169,0.0651,0.0134,0.0447,17,2
1,0.74,0.611,0.155,2.2819,0.9646,0.4571,0.6188,15,2
2,0.506,0.415,0.112,1.9235,0.5899,0.2404,0.2842,10,1
2,0.167,0.128,0.044,2.557,1.2552,0.6846,0.375,4,0
0,0.165,0.13,0.063,2.5364,1.3249,0.6389,0.3414,8,0
2,0.609,0.456,0.193,0.1521,0.0591,0.0175,0.0369,12,2
0,0.211,0.181,0.056,1.7231,0.7633,0.4605,0.4205,6,0
0,0.318,0.263,0.105,0.3541,0.2116,0.0584,0.101,6,0
0,0.436,0.352,0.092,0.2236,0.1057,0.0381,0.0548,8,0
0,0.093,0.072,0.03,1.2679,0.5139,0.1724,0.4969,5,0
0,0.259,0.196,0.058,0.2776,0.1355,0.0741,0.052,3,0
2,0.377,0.326,0.069,2.0576,0.7284,0.3723,0.7451,9,1
1,0.282,0.223,0.08,2.7383,0.9852,0.3006,0.3563,5,0
1,0.176,0.141,0.054,1.6105,0.93,0.4723,0.4519,2,0
2,0.614,0.494,0.146,0.6661,0.2476,0.1007,0.1962,11,1
2,0.677,0.535,0.183,2.3832,0.9372,0.6845,0.7904,9,1
1,0.266,0.2,0.082,2.4112,1.1167,0.3864,0.605,3,0
1,0.648,0.469,0.214,2.0714,1.1805,0.5516,0.3297,13,2
1,0.36,0.259,0.133,1.7391,0.9294,0.4049,0.3664,7,0
1,0.45,0.383,0.093,2.4526,0.768,0.6677,0.4455,7,0
1,0.708,0.527,0.273,0.4631,0.2352,0.1367,0.1045,17,2
0,0.63,0.448,0.183,2.6328,1.188,0.7222,0.6819,11,1
2,0.671,0.577,0.226,2.6769,1.185,0.4838,0.7697,16,2
0,0.176,0.129,0.055,2.4645,1.2507,0.6479,0.8713,4,0
1,0.127,0.105,0.021,0.7099,0.2548,0.172,0.2648,2,0
1,0.736,0.565,0.089,2.4255,1.4418,0.2724,0.5791,15,2
1,0.362,0.263,0.115,1.4073,0.6946,0.4024,0.1782,8,0
0,0.288,0.225,0.073,1.6821,0.6892,0.325,0.5704,4,0
0,0.611,0.43,0.19,2.3759,1.1406,0.3015,0.5777,10,1
1,0.694,0.603,0.169,0.0855,0.0312,0.0158,0.0226,13,2
0,0.713,0.572,0.138,1.0269,0.5033,0.2266,0.2862,15,2
0,0.309,0.225,0.057,2.3055,0.7112,0.4947,0.6925,8,0
1,0.706,0.528,0.225,2.3006,0.9257,0.4945,0.8444,17,2
0,0.105,0.083,0.019,2.3987,1.2575,0.3626,0.925,1,0
2,0.112,0.083,0.035,0.4799,0.2603,0.1087,0.1833,3,0
2,0.536,0.404,0.115,1.9954,0.75,0.5617,0.6841,11,1
2,0.122,0.098,0.04,0.4157,0.192,0.0739,0.1525,1,0
2,0.315,0.273,0.045,2.2191,1.0176,0.5018,0.255,10,1
1,0.573,0.447,0.093,0.6942,0.296,0.1033,0.2463,12,2
1,0.325,0.274,0.099,2.0856,0.7686,0.2287,0.2538,9,1
1,0.208,0.182,0.056,1.2869,0.6576,0.2794,0.4168,1,0
2,0.283,0.21,0.046,2.7872,1.0472,0.3052,0.4203,8,0
2,0.414,0.357,0.154,1.6396,0.94,0.4012,0.3411,9,1
0,0.427,0.364,0.078,1.7884,0.8201,0.4186,0.2777,10,1
0,0.654,0.504,0.148,1.0417,0.5845,0.1811,0.2428,12,2
2,0.63,0.566,0.101,2.0763,0.804,0.3784,0.4641,17,2
2,0.413,0.311,0.089,1.3996,0.7588,0.3969,0.1601,8,0
2,0.701,0.526,0.173,0.053,0.0177,0.0054,0.0185,14,2
2,0.16,0.137,0.03,1.7206,0.912,0.3659,0.613,1,0
0,0.264,0.208,0.087,2.3472,0.9766,0.6682,0.7893,5,0
2,0.688,0.527,0.15,0.6707,0.2958,0.1897,0.2376,13,2
0,0.355,0.261,0.113,0.6263,0.2192,0.1359,0.2037,9,1
2,0.801,0.683,0.13,1.7215,0.5261,0.3034,0.6563,17,2
2,0.42,0.36,0.09,2.312,1.1557,0.2769,0.631,11,1
2,0.661,0.538,0.068,0.7069,0.3367,0.0953,0.1943,13,2
0,0.373,0.333,0.122,2.6347,1.2824,0.6216,0.9432,7,0
0,0.389,0.297,0.112,2.6209,0.9868,0.2708,0.5368,10,1
1,0.358,0.266,0.124,0.5683,0.2113,0.1572,0.0654,7,0
2,0.607,0.507,0.144,0.7469,0.4101,0.1625,0.2427,7,0
1,0.48,0.409,0.163,1.9805,1.0464,0.2159,0.3493,9,1
1,0.773,0.576,0.227,2.6897,1.0787,0.398,0.6516,11,1
0,0.261,0.187,0.026,2.0067,0.986,0.4391,0.3454,4,0
0,0.149,0.128,0.026,1.2584,0.6902,0.1348,0.4381,5,0
1,0.366,0.328,0.091,0.4793,0.2716,0.1227,0.1857,7,0
2,0.531,0.44,0.152,1.3039,0.3934,0.3703,0.1519,10,1
0,0.712,0.538,0.085,1.7155,0.9333,0.5013,0.2917,14,2
2,0.331,0.298,0.103,0.9366,0.3794,0.2311,0.1469,7,0
2,0.559,0.491,0.147,1.443,0.7439,0.3916,0.4357,11,1
1,0.334,0.268,0.086,0.3697,0.1521,0.0821,0.0845,10,1
1,0.532,0.46,0.1,1.279,0.6163,0.2452,0.303,7,0
1,0.73,0.63,0.203,0.2584,0.1277,0.0627,0.038,15,2
1,0.246,0.218,0.027,0.1406,0.0593,0.0204,0.0316,6,0
0,0.374,0.325,0.045,2.4228,1.0996,0.2955,0.4627,6,0
0,0.81,0.671,0.259,0.5812,0.301,0.1467,0.1647,17,2
1,0.718,0.59,0.141,1.6262,0.7202,0.4743,0.2686,13,2
0,0.493,0.391,0.101,0.4227,0.1286,0.0911,0.1202,11,1
1,0.457,0.377,0.074,0.7434,0.2259,0.1461,0.1586,7,0
2,0.286,0.246,0.067,1.0224,0.5096,0.2115,0.2085,6,0
2,0.458,0.409,0.053,0.4077,0.2259,0.0798,0.0781,14,2
2,0.703,0.558,0.134,0.1318,0.0706,0.0248,0.0398,12,2
1,0.582,0.474,0.15,2.4791,0.9746,0.7175,0.6662,11,1
2,0.29,0.229,0.07,0.0354,0.0156,0.0069,0.0126,9,1
0,0.224,0.187,0.09,0.1752,0.0649,0.0204,0.0302,7,0
2,0.271,0.224,0.059,2.2755,1.3579,0.5759,0.2549,9,1
2,0.201,0.141,0.043,0.7984,0.3019,0.1424,0.1234,3,0
2,0.146,0.118,0.037,2.0432,0.8681,0.4947,0.4148,4,0
0,0.385,0.276,0.06,0.4149,0.2093,0.0896,0.0639,9,1
1,0.159,0.112,0.058,0.6721,0.3783,0.1631,0.084,2,0
0,0.202,0.173,0.055,1.6195,0.5109,0.182,0.3783,2,0
1,0.48,0.361,0.076,2.7939,1.0905,0.2983,0.8468,7,0
1,0.197,0.151,0.067,0.2094,0.0986,0.0368,0.0682,3,0
2,0.122,0.087,0.013,1.1332,0.5502,0.2704,0.2489,1,0
1,0.31,0.228,0.122,0.1237,0.0397,0.0179,0.0301,5,0
0,0.238,0.203,0.086,0.5646,0.2819,0.1054,0.1844,3,0
0,0.456,0.364,0.125,2.5647,1.1757,0.7596,0.5278,10,1
1,0.151,0.132,0.02,0.2744,0.1505,0.0392,0.092,4,0
2,0.631,0.492,0.104,2.4218,0.888,0.6529,0.945,11,1
2,0.746,0.562,0.137,0.5041,0.1807,0.1336,0.1836,14,2
0,0.625,0.481,0.108,2.4357,1.3104,0.6778,0.575,14,2
2,0.469,0.395,0.117,1.5214,0.7777,0.4306,0.4166,9,1
1,0.712,0.577,0.273,2.4821,1.3341,0.5001,0.7817,13,2
1,0.589,0.519,0.137,0.4304,0.2301,0.1017,0.0881,9,1
0,0.083,0.068,0.025,2.154,0.7134,0.482,0.7319,4,0
1,0.367,0.293,0.113,1.9243,0.7381,0.3113,0.4447,4,0
0,0.705,0.604,0.255,1.5352,0.5803,0.2394,0.5435,13,2
1,0.331,0.294,0.036,2.2911,1.3297,0.3856,0.4042,5,0
0,0.101,0.078,0.022,1.8327,0.8178,0.2633,0.1895,2,0
2,0.627,0.47,0.21,2.4788,0.8262,0.6234,0.7184,12,2
1,0.669,0.551,0.23,1.0781,0.4171,0.3158,0.254,14,2
1,0.194,0.155,0.073,1.6679,0.9366,0.4563,0.1967,2,0
0,0.473,0.425,0.147,2.4606,1.3635,0.3533,0.606,9,1
0,0.217,0.172,0.038,0.6086,0.347,0.0672,0.0916,2,0
1,0.607,0.434,0.153,1.3737,0.5722,0.3454,0.3969,10,1
0,0.276,0.247,0.03,2.7151,1.3369,0.4834,0.634,5,0
1,0.309,0.268,0.091,1.3395,0.5136,0.3549,0.2027,7,0
2,0.7,0.515,0.186,0.716,0.2536,0.1832,0.1601,14,2
0,0.427,0.376,0.128,0.9934,0.3045,0.2236,0.1687,11,1
1,0.571,0.439,0.216,2.5015,0.9181,0.3779,0.7403,8,0
2,0.373,0.289,0.114,2.6986,1.2989,0.326,0.5088,7,0
2,0.296,0.261,0.058,2.6851,1.5339,0.4042,0.9307,1,0
1,0.538,0.434,0.086,1.9758,0.6718,0.399,0.206,10,1
0,0.19,0.138,0.068,1.4411,0.8292,0.4264,0.3185,2,0
1,0.351,0.272,0.056,0.5179,0.209,0.0584,0.1477,6,0
2,0.23,0.194,0.034,0.35,0.1498,0.049,0.0374,3,0
1,0.59,0.434,0.096,0.1708,0.0699,0.0385,0.0281,13,2
0,0.774,0.633,0.196,0.052,0.022,0.0084,0.0103,16,2
2,0.812,0.681,0.111,2.4818,0.9375,0.6743,0.2644,14,2
1,0.408,0.314,0.156,2.2869,1.1654,0.2925,0.6038,8,0
0,0.262,0.22,0.102,1.6055,0.8468,0.4698,0.4644,2,0
2,0.403,0.353,0.158,2.8224,1.5437,0.7973,0.4749,5,0
0,0.702,0.558,0.078,2.6934,1.0838,0.7474,0.7085,15,2
2,0.227,0.176,0.087,1.852,0.9804,0.2493,0.7403,2,0
1,0.78,0.585,0.311,1.314,0.6456,0.218,0.481,14,2
0,0.328,0.269,0.126,0.4317,0.2536,0.1126,0.0508,7,0
2,0.804,0.704,0.242,1.458,0.6232,0.3814,0.2017,16,2
0,0.696,0.532,0.216,0.4475,0.2675,0.1079,0.1111,17,2
0,0.673,0.524,0.092,1.1272,0.5885,0.2137,0.1956,11,1
1,0.31,0.242,0.112,2.664,1.4196,0.4324,0.3311,9,1
0,0.081,0.066,0.01,0.9677,0.2978,0.2831,0.1707,3,0
2,0.358,0.267,0.07,0.4335,0.1947,0.0554,0.0513,9,1
2,0.298,0.258,0.118,1.6467,0.755,0.1791,0.4265,5,0
2,0.103,0.078,0.023,1.7031,0.5317,0.1734,0.4208,1,0
2,0.449,0.378,0.063,0.5493,0.2162,0.1401,0.056,9,1
1,0.373,0.299,0.146,0.5572,0.3269,0.062,0.1364,6,0
0,0.545,0.445,0.215,2.7965,1.1964,0.5809,0.7157,9,1
1,0.535,0.394,0.084,0.689,0.2453,0.1195,0.1941,11,1
0,0.164,0.139,0.059,2.3691,1.0756,0.3065,0.9264,5,0
0,0.798,0.589,0.173,1.3302,0.4125,0.33,0.5252,13,2
0,0.213,0.154,0.046,1.2304,0.5596,0.1366,0.3175,7,0
1,0.405,0.328,0.072,0.835,0.3994,0.1367,0.2952,6,0
0,0.436,0.367,0.049,2.1873,0.8909,0.4647,0.2746,8,0
1,0.677,0.481,0.122,2.489,1.3161,0.4492,0.6455,13,2
2,0.148,0.106,0.017,0.7394,0.2519,0.1123,0.2245,2,0
2,0.392,0.337,0.148,0.2706,0.1525,0.0772,0.0729,7,0
0,0.54,0.465,0.161,0.3887,0.228,0.1112,0.0658,11,1
1,0.234,0.175,0.086,2.2409,0.6731,0.4106,0.2662,7,0
2,0.539,0.444,0.17,1.2328,0.6815,0.2204,0.2663,10,1
1,0.759,0.599,0.106,0.3745,0.1692,0.0605,0.1102,13,2
1,0.813,0.672,0.311,0.963,0.4222,0.2611,0.3828,14,2
0,0.099,0.086,0.037,1.4542,0.5404,0.3106,0.2486,3,0
2,0.249,0.178,0.051,2.4082,1.0456,0.2839,0.9039,7,0
0,0.305,0.261,0.041,1.8143,1.0616,0.4911,0.2186,5,0
0,0.37,0.295,0.115,0.4991,0.1813,0.1033,0.1893,9,1
2,0.254,0.206,0.081,0.4502,0.1592,0.0824,0.1574,9,1
2,0.226,0.188,0.083,1.1664,0.4346,0.1955,0.124,7,0
1,0.781,0.691,0.09,0.2143,0.0998,0.0257,0.0406,14,2
2,0.755,0.537,0.108,2.1357,1.2368,0.6222,0.2462,17,2
1,0.11,0.078,0.031,1.1357,0.5362,0.2819,0.4527,4,0
1,0.326,0.24,0.093,0.9707,0.3621,0.1227,0.2217,7,0
1,0.375,0.336,0.041,1.4397,0.6221,0.2912,0.43,9,1
2,0.252,0.212,0.055,2.0041,0.836,0.4231,0.3412,7,0
0,0.54,0.444,0.149,1.6098,0.5054,0.215,0.6119,13,2
1,0.549,0.389,0.176,2.268,1.0278,0.4206,0.4133,12,2
0,0.704,0.617,0.137,1.7793,0.6011,0.4077,0.3168,16,2
0,0.623,0.537,0.153,2.2272,1.2309,0.3492,0.4329,10,1
2,0.477,0.397,0.164,1.9697,0.9153,0.3276,0.4703,10,1
0,0.559,0.429,0.216,0.5474,0.3029,0.0681,0.0578,10,1
0,0.278,0.199,0.047,0.1498,0.0879,0.0274,0.0418,8,0
2,0.514,0.419,0.09,2.5532,1.4884,0.5535,0.2796,8,0
1,0.437,0.369,0.167,2.6725,0.8823,0.3295,0.6996,4,0
0,0.174,0.125,0.038,2.0549,1.1989,0.4582,0.4878,1,0
2,0.254,0.21,0.08,2.0472,1.1029,0.3676,0.3537,5,0
0,0.291,0.22,0.083,0.7649,0.4079,0.1802,0.1522,2,0
0,0.759,0.647,0.141,1.5339,0.5016,0.25,0.4781,11,1
1,0.245,0.198,0.073,2.8041,0.9922,0.5992,0.2885,6,0
0,0.289,0.21,0.086,2.4197,1.4338,0.5385,0.4718,3,0
2,0.348,0.28,0.097,0.8616,0.3136,0.2051,0.262,9,1
0,0.566,0.441,0.074,0.8522,0.2989,0.2142,0.1242,9,1
1,0.162,0.119,0.065,1.3676,0.5589,0.1741,0.3667,1,0
1,0.781,0.678,0.172,1.1446,0.657,0.3354,0.1725,14,2
2,0.716,0.503,0.209,1.0501,0.465,0.2822,0.1538,12,2
1,0.502,0.383,0.184,1.7726,1.0213,0.3766,0.5879,7,0
0,0.574,0.403,0.13,0.0345,0.0138,0.0096,0.0062,11,1
1,0.087,0.063,0.029,2.1577,0.7939,0.3808,0.459,2,0
2,0.326,0.248,0.128,2.0919,0.9383,0.2235,0.6673,9,1
1,0.664,0.472,0.138,2.3468,1.1374,0.5759,0.3611,13,2
1,0.132,0.108,0.029,2.3783,0.9928,0.6865,0.6172,3,0
1,0.284,0.204,0.106,1.6015,0.6467,0.212,0.6011,3,0
2,0.508,0.427,0.075,2.2049,0.8057,0.5044,0.5868,8,0
1,0.265,0.188,0.029,1.3925,0.5326,0.3658,0.1597,8,0
1,0.766,0.545,0.285,2.6891,1.3498,0.7557,0.7446,18,2
0,0.172,0.131,0.06,0.5405,0.2221,0.0839,0.0687,7,0
2,0.665,0.585,0.261,2.5877,0.8382,0.3254,0.4778,13,2
1,0.451,0.374,0.053,0.7321,0.25,0.1095,0.2598,6,0
2,0.63,0.538,0.093,0.2921,0.1203,0.063,0.0302,11,1
1,0.305,0.222,0.04,1.242,0.7171,0.3524,0.1529,5,0
1,0.456,0.395,0.139,1.7385,0.7192,0.3764,0.3634,8,0
1,0.709,0.497,0.2,0.6543,0.2082,0.1858,0.2616,14,2
0,0.42,0.312,0.087,1.5716,0.6686,0.3992,0.2948,10,1
0,0.341,0.281,0.04,2.2835,1.1432,0.5016,0.3361,5,0
0,0.472,0.366,0.138,0.728,0.348,0.076,0.1928,13,2
2,0.606,0.543,0.164,1.6408,0.6295,0.2734,0.4197,12,2
2,0.403,0.285,0.054,0.9602,0.4863,0.1071,0.2255,11,1
0,0.77,0.693,0.287,1.4981,0.7329,0.2464,0.5753,16,2
2,0.293,0.242,0.047,1.8854,0.663,0.212,0.347,10,1
1,0.427,0.347,0.138,0.9916,0.3457,0.1324,0.1864,6,0
1,0.635,0.452,0.232,2.8104,1.3045,0.5119,0.3993,12,2
1,0.585,0.441,0.16,1.5941,0.7936,0.3236,0.4929,11,1
0,0.714,0.632,0.124,2.3303,1.3716,0.3342,0.4577,15,2
2,0.813,0.627,0.157,2.0498,0.8744,0.5053,0.6986,17,2
0,0.391,0.325,0.143,2.4103,1.2762,0.5256,0.9437,9,1
2,0.157,0.141,0.03,0.4928,0.1651,0.1175,0.0557,3,0
1,0.098,0.074,0.032,0.6305,0.3574,0.1555,0.2509,3,0
0,0.613,0.5,0.243,1.3784,0.6753,0.3382,0.2429,11,1
2,0.722,0.606,0.289,2.409,1.1773,0.692,0.5445,15,2
2,0.238,0.174,0.062,0.56,0.1919,0.0826,0.1867,10,1
1,0.192,0.14,0.067,2.7443,0.8559,0.4227,0.8222,4,0
0,0.121,0.096,0.048,0.3623,0.1849,0.0431,0.1208,1,0
0,0.684,0.532,0.145,0.4964,0.1664,0.1085,0.1191,12,2
0,0.305,0.257,0.054,0.4743,0.1604,0.0849,0.1778,5,0
1,0.372,0.266,0.05,1.6569,0.5903,0.3301,0.5583,6,0
0,0.447,0.4,0.064,2.5931,0.854,0.3474,0.4999,9,1
1,0.696,0.489,0.248,0.7224,0.3523,0.166,0.2778,16,2
1,0.557,0.457,0.154,1.5638,0.6671,0.35,0.6072,9,1
1,0.53,0.431,0.192,0.4984,0.1893,0.0762,0.1119,7,0
2,0.205,0.149,0.069,1.7843,0.7712,0.3445,0.5274,9,1
0,0.455,0.332,0.137,0.35,0.1936,0.0976,0.1206,7,0
0,0.604,0.519,0.171,1.3895,0.8033,0.3539,0.4796,15,2
1,0.795,0.698,0.091,1.8522,0.8265,0.2693,0.1931,17,2
1,0.224,0.169,0.081,1.6375,0.7697,0.4516,0.4728,3,0
0,0.082,0.065,0.018,0.3974,0.1499,0.0451,0.1558,1,0
1,0.131,0.101,0.035,0.4577,0.2078,0.0837,0.0775,1,0
0,0.353,0.252,0.038,1.898,0.9954,0.2202,0.6428,6,0
2,0.682,0.569,0.26,2.2864,1.0235,0.6513,0.5951,15,2
1,0.08,0.069,0.03,2.5664,1.0025,0.2775,0.4272,1,0
0,0.413,0.314,0.109,2.2996,1.0914,0.2995,0.2652,11,1
1,0.319,0.286,0.087,2.7524,1.6074,0.779,0.9027,5,0
0,0.114,0.082,0.036,1.1549,0.6541,0.25,0.2251,1,0
0,0.408,0.34,0.073,0.9372,0.4974,0.2428,0.1993,9,1
1,0.264,0.208,0.044,0.0816,0.0312,0.0084,0.02,10,1
2,0.335,0.264,0.101,1.2725,0.474,0.2339,0.3209,5,0
0,0.597,0.473,0.078,1.8415,1.0157,0.5467,0.2981,12,2
0,0.461,0.347,0.109,2.3047,0.8168,0.4977,0.6942,10,1
0,0.167,0.141,0.041,0.7573,0.3648,0.2044,0.2331,7,0
2,0.786,0.664,0.169,1.4524,0.627,0.4251,0.2072,14,2
2,0.546,0.413,0.085,1.8715,0.8242,0.4436,0.4864,13,2
1,0.642,0.557,0.133,1.5597,0.6806,0.2582,0.441,10,1
2,0.134,0.102,0.027,0.7758,0.4422,0.1255,0.1209,3,0
1,0.11,0.093,0.027,2.2507,0.734,0.2572,0.829,4,0
1,0.089,0.064,0.027,0.4916,0.2629,0.0912,0.1204,4,0
2,0.215,0.158,0.084,2.5577,1.408,0.724,0.344,2,0
1,0.382,0.292,0.055,2.6921,1.5691,0.5266,0.5393,4,0
2,0.768,0.629,0.278,1.0344,0.4508,0.2919,0.2515,15,2
1,0.413,0.342,0.077,1.0643,0.479,0.2804,0.1097,7,0
